0,0.153,0.685,0.695,0.153,-0.00925025,0.00925025,0.000925025
1,0.154266,0.684239,0.69492,0.158448,-0.012214,0.00487388,0.000242756
2,0.157981,0.683039,0.694197,0.163063,-0.0150245,0.000742761,-0.000430665
3,0.164078,0.681712,0.693163,0.166951,-0.0176888,-0.00315235,-0.00109044
4,0.172422,0.680234,0.691812,0.170143,-0.0202151,-0.00682215,-0.00173269
5,0.182881,0.678574,0.690128,0.172673,-0.0226108,-0.0102768,-0.00235411
6,0.195326,0.676691,0.688085,0.174572,-0.0248827,-0.0135259,-0.00295189
7,0.209629,0.67454,0.685654,0.175869,-0.0270367,-0.0165784,-0.00352367
8,0.225666,0.67207,0.682796,0.176596,-0.0290781,-0.0194429,-0.00406749
9,0.243312,0.669226,0.679474,0.176779,-0.0310115,-0.0221272,-0.00458175
10,0.262443,0.665954,0.675645,0.176448,-0.032841,-0.0246385,-0.00506518
11,0.282935,0.662196,0.671267,0.17563,-0.0345697,-0.0269836,-0.0055168
12,0.304662,0.657898,0.666298,0.174354,-0.0362005,-0.0291687,-0.00593591
13,0.3275,0.653006,0.660697,0.172646,-0.0377354,-0.0311995,-0.00632205
14,0.351321,0.647469,0.654428,0.170534,-0.0391764,-0.0330812,-0.00667497
15,0.375997,0.64124,0.647455,0.168047,-0.0405245,-0.0348185,-0.00699464
16,0.4014,0.634277,0.639747,0.165211,-0.0417808,-0.0364159,-0.00728123
17,0.427399,0.626542,0.631279,0.162054,-0.0429457,-0.0378772,-0.00753508
18,0.453866,0.618003,0.622031,0.158606,-0.0440196,-0.0392061,-0.00775668
19,0.480669,0.608636,0.611987,0.154893,-0.0450024,-0.040406,-0.00794668
20,0.507679,0.598423,0.601139,0.150944,-0.045894,-0.0414801,-0.00810588
21,0.534769,0.587352,0.589486,0.146787,-0.0466943,-0.0424312,-0.0082352
22,0.561812,0.575421,0.577032,0.142449,-0.0474029,-0.0432622,-0.00833569
23,0.588686,0.562634,0.56379,0.137959,-0.0480194,-0.0439758,-0.00840848
24,0.615272,0.549003,0.549779,0.133343,-0.0485436,-0.0445744,-0.00845481
25,0.641454,0.534548,0.535023,0.128628,-0.0489752,-0.0450606,-0.00847602
26,0.667125,0.519297,0.519557,0.123838,-0.0493143,-0.045437,-0.00847349
27,0.692182,0.503284,0.503417,0.118998,-0.0495607,-0.0457062,-0.00844867
28,0.71653,0.486551,0.486649,0.114132,-0.0497148,-0.0458708,-0.00840306
29,0.740081,0.469145,0.469303,0.109262,-0.0497771,-0.0459335,-0.0083382
30,0.762758,0.45112,0.451432,0.104407,-0.0497483,-0.0458971,-0.00825563
31,0.78449,0.432535,0.433096,0.0995883,-0.0496293,-0.0457646,-0.0081569
32,0.805218,0.413451,0.414356,0.094822,-0.0494214,-0.0455391,-0.00804357
33,0.824892,0.393937,0.395279,0.0901242,-0.0491263,-0.0452237,-0.00791717
34,0.843472,0.37406,0.37593,0.0855092,-0.0487456,-0.0448219,-0.0077792
35,0.860928,0.353892,0.356377,0.0809893,-0.0482817,-0.0443373,-0.00763113
36,0.87724,0.333506,0.33669,0.0765754,-0.0477369,-0.0437734,-0.00747436
37,0.892398,0.312974,0.316938,0.0722765,-0.0471139,-0.0431341,-0.00731025
38,0.906401,0.292368,0.297186,0.0681002,-0.0464158,-0.0424235,-0.0071401
39,0.919258,0.271761,0.277503,0.0640523,-0.0456458,-0.0416455,-0.0069651
